ID	Score	Source	Perturbation	Observed node	Categorization
1	1.0		FLIP CA	CREB	OFF
2	1.0			Apoptosis	Some
3	1.0			BID	OFF
5	1.0			CTLA4	Some
6	1.0			Caspase	OFF
7	1.0			Ceramide	OFF
9	1.0			FLIP	Some
10	1.0			Fas	OFF
12	1.0			IAP	Some
13	1.0			IFNG	OFF
14	1.0			MCL1	Some
15	1.0			P2	Some
16	1.0			S1P	Some
18	1.0			TCR	Some
19	1.0			sFas	Some
20	1.0		DISC KO,Fas KO	CREB	OFF
21	1.0		GPCR KO	Apoptosis	Some
22	1.0		GPCR KO	CREB	OFF
23	1.0		GPCR KO	IAP	Some
24	1.0		GPCR KO	P2	Some
25	1.0		BID KO,FLIP KO,GPCR KO	CREB	OFF
26	1.0		BID KO,FLIP KO,GPCR KO	P2	Some
27	1.0		Apoptosis CA,BID KO,Caspase KO,sFas KO	CREB	OFF
28	1.0		CTLA4 CA	CREB	OFF
29	1.0		Caspase KO,IAP CA	CREB	OFF
30	1.0		Caspase KO,IAP CA	FLIP	Some
31	1.0		Caspase KO,IAP CA	S1P	Some
32	1.0		Apoptosis CA	CREB	OFF
33	1.0		Apoptosis CA	CTLA4	OFF
35	1.0		Ceramide KO,P2 KO	Caspase	OFF
36	1.0		Ceramide KO,P2 KO	Fas	OFF
37	1.0		Ceramide KO,P2 KO	TCR	OFF/Some
38	1.0		CTLA4 CA,S1P KO,sFas KO	CREB	OFF
40	1.0		CTLA4 CA,GPCR CA	BID	OFF
42	1.0		sFas CA	CREB	OFF
43	1.0		sFas CA	FLIP	Some
44	1.0		sFas CA	GPCR	Some
45	1.0		sFas CA	S1P	Some
46	1.0		MCL1 CA	CREB	OFF
47	1.0		Apoptosis CA,GPCR CA	CREB	OFF
48	1.0		Apoptosis CA,GPCR CA	Caspase	OFF
49	1.0		sFas KO	CREB	OFF
51	1.0		CTLA4 KO,GPCR CA	CREB	OFF
52	1.0		CTLA4 KO,GPCR CA	SMAD	Some
53	1.0		MCL1 CA,S1P KO	CREB	OFF
54	1.0		IAP CA	CREB	OFF
55	1.0		IAP CA	Caspase	OFF
56	1.0		P2 KO	CREB	OFF
57	1.0		P2 KO	DISC	OFF
58	1.0		IFNG CA	Apoptosis	Some
59	1.0		IFNG CA	CREB	Some
